0,0
1,1
2,0
3,1
4,0
5,1
6,0
7,1
8,1
9,0
10,1
11,1
12,1
13,1
14,1
15,0
16,1
17,0
18,1
19,0
20,1
21,0
22,0
23,1
24,1
25,0
26,1
27,0
28,0
29,1
30,0
31,1
32,1
33,0
34,0
35,0
36,1
37,1
38,1
39,0
40,1
41,0
42,1
43,0
44,1
45,0
46,1
47,1
48,1
49,0
50,1
51,1
52,0
53,0
54,0
55,1
56,1
57,0
58,0
59,1
60,0
61,0
62,1
63,1
64,1
65,1
66,0
67,1
68,0
69,0
70,1
71,0
72,1
73,0
74,1
75,0
76,1
77,1
78,0
79,0
80,1
81,0
82,0
83,0
84,0
85,0
86,1
87,1
88,1
89,0
90,0
91,0
92,1
93,0
94,1
95,0
96,0
97,1
98,0
99,0
100,1
101,1
102,1
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,1
112,1
113,0
114,0
115,0
116,0
117,1
118,1
119,1
120,1
121,0
122,1
123,1
124,0
125,1
126,1
127,1
128,0
129,1
130,0
131,0
132,0
133,1
134,1
135,0
136,0
137,1
138,0
139,1
140,1
141,1
142,1
143,0
144,0
145,0
146,0
147,1
148,0
149,1
150,1
151,1
152,1
153,0
154,1
155,1
156,0
157,0
158,1
159,1
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,1
168,0
169,1
170,0
171,0
172,1
173,1
174,1
175,0
176,1
177,0
178,0
179,0
180,1
181,1
182,0
183,0
184,0
185,0
186,0
187,0
188,1
189,1
190,0
191,1
192,0
193,0
194,1
195,0
196,1
197,0
198,0
199,0
200,1
201,0
202,0
203,1
204,0
205,1
206,0
207,1
208,0
209,1
210,1
211,1
212,0
213,1
214,0
215,0
216,0
217,0
218,0
219,0
220,1
221,1
222,1
223,0
224,1
225,0
226,1
227,0
228,1
229,0
230,0
231,1
232,0
233,0
234,1
235,0
236,0
237,0
238,1
239,1
240,1
241,1
242,0
243,0
244,1
245,0
246,1
247,0
248,0
249,1
250,0
251,0
252,0
253,0
254,1
255,1
256,1
257,0
258,0
259,1
260,0
261,0
262,1
263,0
264,1
265,1
266,1
267,1
268,0
269,0
270,0
271,1
272,0
273,0
274,1
275,0
276,0
277,1
278,0
279,0
280,0
281,1
282,1
283,1
284,1
285,0
286,0
287,1
288,1
289,1
290,0
291,0
292,1
293,1
294,1
295,0
296,0
297,1
298,0
299,0
300,1
301,0
302,1
303,0
304,1
305,1
306,1
307,0
308,1
309,0
310,1
311,0
312,0
313,0
314,0
315,1
316,1
317,1
318,0
319,1
320,0
321,0
322,0
323,0
324,1
325,1
326,0
327,0
328,0
329,0
330,0
331,1
332,1
333,1
334,1
335,0
336,1
337,0
338,0
339,1
340,0
341,0
342,1
343,1
344,0
345,0
346,0
347,0
348,0
349,1
350,0
351,1
352,1
353,0
354,0
355,0
356,1
357,0
358,1
359,0
360,0
361,0
362,0
363,1
364,0
365,0
366,0
367,1
368,1
369,0
370,1
371,1
372,0
373,0
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,0
383,0
384,1
385,0
386,0
387,0
388,1
389,0
390,0
391,1
392,1
393,1
394,0
395,1
396,1
397,0
398,0
399,1
400,1
401,1
402,1
403,0
404,0
405,1
406,0
407,1
408,0
409,0
410,0
411,1
412,0
413,1
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,1
423,1
424,1
425,1
426,1
427,0
428,0
429,0
430,1
431,0
432,1
433,0
434,0
435,1
436,1
437,0
438,0
439,0
440,0
441,1
442,0
443,0
444,0
445,1
446,0
447,0
448,1
449,1
450,1
451,0
452,0
453,1
454,0
455,1
456,1
457,1
458,1
459,0
460,0
461,1
462,1
463,1
464,0
465,1
466,0
467,1
468,0
469,0
470,0
471,1
472,0
473,0
474,0
475,0
476,1
477,0
478,1
479,0
480,0
481,1
482,1
483,1
484,1
485,1
486,0
487,1
488,1
489,0
490,0
491,0
492,1
493,1
494,1
495,0
496,0
497,0
498,1
499,1
500,1
501,0
502,1
503,1
504,0
505,0
506,0
507,1
508,1
509,1
510,0
511,1
512,1
513,0
514,1
515,1
516,0
517,0
518,1
519,1
520,1
521,0
522,1
523,0
524,0
525,0
526,1
527,0
528,0
529,1
530,0
531,0
532,1
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,0
541,0
542,1
543,1
544,0
545,1
546,1
547,1
548,0
549,1
550,1
551,1
552,1
553,1
554,0
555,1
556,0
557,1
558,1
559,1
560,1
561,1
562,0
563,0
564,0
565,0
566,1
567,1
568,1
569,0
570,0
571,1
572,1
573,0
574,0
575,0
576,0
577,1
578,1
579,0
580,0
581,0
582,1
583,0
584,0
585,1
586,0
587,1
588,1
589,0
590,1
591,0
592,1
593,0
594,1
595,1
596,0
597,0
598,0
599,0
600,1
601,0
602,1
603,1
604,0
605,1
606,0
607,1
608,1
609,1
610,1
611,1
612,0
613,1
614,0
615,0
616,0
617,1
618,1
619,1
620,0
621,0
622,1
623,1
624,0
625,0
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,0
637,0
638,1
639,0
640,0
641,0
642,0
643,1
644,0
645,1
646,1
647,1
648,1
649,0
650,0
651,1
652,0
653,1
654,1
655,1
656,1
657,0
658,1
659,1
660,0
661,0
662,1
663,0
664,1
665,0
666,1
667,1
668,1
669,1
670,0
671,0
672,0
673,1
674,0
675,1
676,0
677,0
678,0
679,1
680,0
681,1
682,1
683,0
684,0
685,1
686,0
687,1
688,1
689,1
690,0
691,0
692,1
693,0
694,1
695,0
696,0
697,1
698,0
699,0
700,0
701,1
702,0
703,0
704,1
705,0
706,0
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,0
715,1
716,0
717,0
718,0
719,0
720,0
721,1
722,0
723,0
724,0
725,1
726,1
727,0
728,0
729,1
730,0
731,0
732,0
733,1
734,1
735,1
736,1
737,1
738,1
739,0
740,0
741,0
742,1
743,1
744,1
745,0
746,1
747,0
748,1
749,1
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,1
760,0
761,0
762,0
763,0
764,0
765,1
766,0
767,0
768,0
769,1
770,1
771,0
772,0
773,0
774,1
775,1
776,1
777,1
778,0
779,1
780,0
781,1
782,0
783,1
784,1
785,1
786,1
787,0
788,0
789,1
790,1
791,0
792,1
793,0
794,1
795,1
796,0
797,0
798,1
799,0
800,1
801,1
802,1
803,0
804,1
805,0
806,0
807,1
808,1
809,0
810,1
811,0
812,1
813,0
814,1
815,0
816,1
817,0
818,1
819,1
820,1
821,0
822,1
823,0
824,1
825,1
826,1
827,1
828,0
829,0
830,1
831,1
832,0
833,0
834,1
835,0
836,1
837,0
838,0
839,0
840,0
841,1
842,1
843,1
844,1
845,1
846,1
847,0
848,1
849,0
850,1
851,0
852,1
853,0
854,1
855,0
856,1
857,1
858,0
859,1
860,0
861,0
862,1
863,1
864,0
865,0
866,1
867,0
868,1
869,0
870,1
871,1
872,0
873,1
874,1
875,1
876,1
877,0
878,1
879,0
880,0
881,0
882,1
883,1
884,0
885,1
886,1
887,1
888,1
889,0
890,0
891,0
892,0
893,1
894,0
895,1
896,1
897,1
898,0
899,0
900,0
901,0
902,1
903,1
904,0
905,1
906,1
907,1
908,1
909,1
910,0
911,1
912,1
913,0
914,0
915,1
916,0
917,0
918,0
919,0
920,0
921,1
922,1
923,1
924,1
925,0
926,0
927,0
928,1
929,1
930,0
931,0
932,0
933,1
934,0
935,1
936,1
937,0
938,0
939,1
940,0
941,0
942,1
943,1
944,0
945,0
946,1
947,1
948,1
949,0
950,0
951,0
952,0
953,0
954,0
955,1
956,1
957,0
958,1
959,1
960,0
961,1
962,1
963,0
964,0
965,0
966,0
967,0
968,1
969,1
970,1
971,1
972,1
973,0
974,0
975,1
976,1
977,0
978,1
979,1
980,0
981,0
982,1
983,1
984,1
985,1
986,0
987,0
988,1
989,1
990,0
991,0
992,0
993,1
994,1
995,0
996,1
997,0
998,1
999,1
1000,1
1001,0
1002,0
1003,1
1004,0
1005,1
1006,0
1007,0
1008,1
1009,1
1010,0
1011,1
1012,0
1013,0
1014,1
1015,0
1016,1
1017,1
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,0
1030,0
1031,1
1032,1
1033,0
1034,1
1035,1
1036,0
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,0
1047,1
1048,0
1049,0
1050,0
1051,1
1052,1
1053,0
1054,0
1055,1
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
